country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,high_tech,2006,2007,2008,2009,2010,2011
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,1.208249521,1.952853063,3.379132273,2.597646289,5.019173401,2.345057733,19.82451144,1.330422584,1.10341032,0.310303055,0.369784809,1.365667269,0.170373033,0.178572403,0.153249687,0.109688078,0.11675297,,0.343210893,0.476285556,0.299238502,0.520471289,,
Kyrgyzstan,,,,,,,,7.876929414,15.44400524,,10.76245207,3.482555645,14.78045345,16.03973812,5.714538737,1.961071559,9.293892997,1.842941094,2.876167446,2.153273847,3.045207635,4.941690911,0.977565979,
Laos,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,5.533043829,5.165501237,5.203743587,6.25751733,3.978832389,4.060777075,3.959122402,3.772830006,3.867904265,4.58911383,4.885990508,5.314174985,6.821101055,6.947695298,6.953299326,7.758518211,7.644312054,
Lebanon,,,,,,,,,,3.289137944,3.052723618,2.600095043,2.344914515,2.489227808,2.381632334,2.135764242,2.419247981,2.833775119,2.763760385,2.236435658,2.440315858,4.532909209,12.79651796,
Lesotho,,,,,,,,,,,,,0.282669626,0.517349169,0.618586403,0.075378267,0.046852428,,,,0.216686282,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,0.400481623,,5.284503433,3.664078576,3.584610154,3.792669688,3.290601838,3.296374656,4.458263805,4.990611202,3.770408263,4.790428512,4.721934472,6.153892776,8.057471159,10.84503636,11.14479194,9.994402174,10.60837644,
Luxembourg,,,,,,,,,,,,14.60051333,16.5583382,19.16557463,15.45934331,12.02214484,10.51130393,11.85670443,11.58417634,8.755123023,6.419478995,8.775215648,8.365462677,
"Macao, China",,1.638138716,1.554793936,1.785477494,1.916677992,1.807783128,1.341315932,1.944736718,1.929760662,1.882283235,0.826918074,0.856655691,0.872244642,0.925561384,0.67288791,0.547995476,0.472430562,0.717749018,0.73693293,1.055445421,2.052478747,4.316742757,0,
"Macedonia, FYR",,,,,,,2.168902902,3.228197922,1.565032502,2.240889585,1.940070259,0.879965874,1.24289113,1.092945261,1.376599842,1.346641154,1.170544564,1.083859252,1.112986628,0.831502629,,2.948865718,,
Madagascar,,,8.068183947,1.429880681,0.942164435,9.027483472,1.863798326,1.213205481,2.224000568,0.858761822,18.28430704,3.306115321,0.572268431,0.905969808,1.036023796,0.647063829,0.565536745,0.782423602,1.168312073,1.064690813,0.66280763,1.650341148,1.037539083,
Malawi,,,0.088738784,0.176626816,,,2.938974119,1.552205483,0.83793734,0.82035449,0.359078335,0.793646013,2.026180121,2.871106853,0.16005167,0.363543204,0.956038501,3.096584097,1.814129386,1.376509936,1.877728848,2.814159984,1.290919694,
Malaysia,40.58434155,38.3759236,38.21144015,38.21017879,38.92988796,41.13287965,44.25144935,46.12426205,44.41279842,49.02141361,54.92272293,58.94622743,59.56927312,58.11105389,58.22125531,58.93914692,55.65766423,54.64561068,53.8397358,52.28431018,39.92064858,46.57393724,44.52124317,
Maldives,,,,,,,,,,,,,,,,,0,0,,,,,,
Mali,,,,,,,,,2.553684447,6.801520662,5.206887416,3.852016614,14.80774804,6.490053111,9.470103659,4.30057245,4.155231912,5.141066536,7.04840914,7.943730463,1.470042334,,2.397024089,
Malta,,,44.88861301,51.88263378,55.74472304,52.23626405,60.12046409,,58.88929328,55.99395274,60.41666812,61.72018003,71.74146342,61.68696685,58.98253371,60.00496664,58.13226449,51.99910812,58.11827901,52.43745356,50.23138339,47.98408744,59.56907667,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,0.561279387,0.501303551,0.455960217,0.482636493,0.918000166,0.963399807,0.589613266,0.770306869,1.210008821,1.153749648,1.051924855,1.243474047,2.305751429,5.278176301,4.513230758,1.806959664,24.1514873,8.247408811,7.244789144,1.859425045,0.691355554,
Mayotte,,,,,,,,,,,,,1.956847595,1.708326502,2.402007937,2.55890832,5.410114936,3.876421486,17.65464147,13.93747447,1.642238142,2.410084318,,
Mexico,,10.09726977,8.429322322,8.680141476,11.24382898,11.59886598,13.93697516,15.17258119,15.80526976,17.55396463,19.25281534,20.74644062,22.45135077,22.05600024,21.42670845,21.39909612,21.28539642,19.63565926,18.98140785,17.17706,15.72923353,18.1761875,16.93780936,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,3.161701151,3.787891991,10.18763212,27.3876701,3.078261445,4.470038182,3.077960783,2.593038478,3.980864553,3.326060189,2.680779742,3.95672574,4.778952742,5.121666263,4.242426639,4.610525921,8.259890031,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,1.116624929,3.649593716,1.571419947,3.922348327,0.468643716,0.083470692,0.446248365,0.205526891,0.13688849,0.060600436,1.659613861,7.428124598,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,2.52562889,2.119738278,0.550582556,0.359904765,0.411670817,9.56603216,12.33080699,11.28624441,9.508523786,11.11458536,11.34644242,10.18017418,9.641127053,9.791434552,8.817537552,5.950363166,7.325102243,7.692046008,
Mozambique,,,,,,,1.032843325,3.83632821,5.928664521,11.07442191,,2.195762645,9.021072265,2.006745879,3.52224411,6.890879821,11.28154074,8.367006719,2.307831285,10.57277155,3.791649384,9.515814299,1.267976358,
Myanmar,,,,,0.083068851,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,1.819505295,0.841779563,1.362940894,2.629023676,5.417134375,11.95002528,6.499242537,5.186931192,0.917140614,,,
Nepal,,,,,,,2.921733703,,,,0.002831832,0.000259913,0.011031168,,,0.122198189,,,,,,0.41337382,0.648777735,
Netherlands,14.59318891,15.87208401,16.46066304,17.61854179,19.37845508,23.38791773,22.42544316,24.14475283,26.77689453,27.37786413,30.24554906,33.28088374,35.80657318,32.7138565,28.01292016,31.35062975,30.46736176,30.88972069,28.99001578,23.30733559,19.24875306,20.90427243,21.29411615,
New Caledonia,,,,,,,,,,,,1.712565061,0.594358255,0.982397551,0.678971198,0.752577707,2.218837519,0.50788562,1.48014208,0.561123056,0.545864869,6.966341374,0.849328092,
New Zealand,3.911692977,4.421998392,4.429282379,4.762226947,5.25105677,5.39774213,6.289666411,7.293276907,7.456100457,9.165930819,12.28068047,15.16199047,9.66482301,9.352565046,9.38056797,9.552768031,9.572334264,10.19057811,10.32368543,9.083276997,8.468855488,8.938252769,9.003039589,
Nicaragua,,,,,,6.464341882,3.608223991,0.970845556,0.441405235,0.649163942,4.193357361,2.346565092,4.884716427,3.225622927,5.165139591,4.308267317,6.5607069,5.173072366,7.158967109,4.351675876,0.873253087,5.349316181,4.813245445,
Niger,,,,,,,,9.365776607,19.75152615,8.822706032,4.574220816,15.50376281,5.629802105,3.601145614,2.948917768,3.453804463,3.593653596,11.16097065,11.93304367,12.70727052,7.113043239,14.47289711,6.56300467,
